Direction,Elevator,Floor,Garden,Layout,Region,Price,Renovation,Size,Year
南,有电梯,低楼层(共11层),浦江世博家园八街坊,3室2厅,闵行,414,精装,99.07,1995
南,无电梯,低楼层(共5层),涵合园(公寓),3室2厅,浦东,1250,精装,179.14,1995
南北,有电梯,低楼层(共14层),象屿都城,3室2厅,松江,390,其他,108,1995
南北,有电梯,中楼层(共31层),东方城市花园(二期),2室2厅,浦东,830,精装,121.34,1995
东南,有电梯,低楼层(共18层),上海绿城,2室2厅,浦东,890,精装,108.26,1995
西南,有电梯,低楼层(共33层),海华花园,3室2厅,黄浦,890,其他,117.37,1995
东南,有电梯,高楼层(共39层),瑞虹新城(一期),3室2厅,虹口,965,精装,127.73,1995
南,有电梯,高楼层(共32层),徐汇苑,2室2厅,徐汇,980,精装,112.79,1995
南,有电梯,高楼层(共30层),财富海景花园,3室2厅,浦东,2200,精装,200.18,1995
南,有电梯,中楼层(共22层),天科苑,3室2厅,浦东,1050,精装,151.12,1995
南,无电梯,中楼层(共6层),万科金色公馆,4室2厅,浦东,1260,其他,123.98,1995
暂无数据,有电梯,高楼层(共26层),兴林公寓,2室2厅,黄浦,920,简装,110.37,1995
南,无电梯,中楼层(共6层),万科假日风景(公寓),3室2厅,闵行,790,简装,134,1995
南,无电梯,低楼层(共6层),清涧八街坊,2室1厅,普陀,275,精装,62.74,1995
南,有电梯,中楼层(共10层),金汇华光城,3室2厅,闵行,818,精装,152.84,1995
东南,有电梯,低楼层(共35层),江临天下,3室2厅,浦东,1190,精装,136.85,1995
南,无电梯,高楼层(共6层),大华一村,3室1厅,宝山,450,简装,96.14,1995
暂无数据,,低楼层(共18层),阳光城丽景湾PLUS,2室2厅,浦东,430,毛坯,88,1995
南,有电梯,高楼层(共18层),海逸公寓,5室3厅,长宁,1300,精装,223.68,1995
南,有电梯,低楼层(共15层),心仪雅苑,3室2厅,杨浦,815,其他,116.74,1995
南,有电梯,低楼层(共12层),逸皓华庭(公寓),2室2厅,青浦,250,精装,90.53,1995
南北,无电梯,高楼层(共6层),平吉一村,2室1厅,闵行,365,精装,80.63,1995
南,有电梯,低楼层(共18层),新天家园,3室2厅,浦东,1095,精装,129.12,1995
南北,有电梯,中楼层(共14层),万邦都市花园,3室2厅,浦东,950,精装,126.63,1995
南,有电梯,高楼层(共27层),南文大厦,4室2厅,黄浦,1650,精装,223.57,1995
南,有电梯,低楼层(共11层),大唐盛世花园,6室2厅,浦东,1580,精装,215.14,1995
南,有电梯,中楼层(共14层),达城锦园,1室1厅,浦东,196,简装,54.57,1995
南,有电梯,高楼层(共13层),经纬学府涵青花园(二期),3室2厅,宝山,590,精装,122,1995
南北,有电梯,中楼层(共9层),中祥龙柏苑,3室2厅,闵行,1080,精装,140.1,1995
南,有电梯,低楼层(共20层),复地雅园,4室2厅,黄浦,1730,精装,173.41,1995
南,有电梯,中楼层(共28层),汇豪天下,3室2厅,浦东,1260,精装,130.9,1995
南北,无电梯,中楼层(共6层),四季绿城,2室2厅,宝山,468,精装,89.5,1995
南,无电梯,高楼层(共6层),天池一村,2室1厅,浦东,280,精装,52.07,1995
南,无电梯,中楼层(共6层),万科阳光苑,1室2厅,闵行,273,精装,65.07,1995
南,无电梯,中楼层(共6层),清河路397号,2室1厅,嘉定,140,精装,51.2,1995
南,有电梯,中楼层(共31层),世茂湖滨花园(公寓),3室2厅,浦东,1550,精装,213.93,1995
南北,有电梯,低楼层(共11层),陆家嘴花园(二期),2室2厅,浦东,1080,精装,102.95,1995
南,无电梯,中楼层(共6层),北郊小区,2室1厅,虹口,388,简装,61.03,1995
南,无电梯,低楼层(共6层),光华园,2室2厅,徐汇,680,简装,86.71,1995
南,无电梯,低楼层(共6层),富丽公寓(西区),3室2厅,闵行,510,简装,108.18,1995
南,有电梯,中楼层(共14层),菊泉新城(菊泉街39弄),3室2厅,宝山,389,毛坯,102.98,1995
南北,无电梯,低楼层(共6层),浦江丽都,2室2厅,闵行,209,毛坯,71.82,1995
南,有电梯,中楼层(共27层),陆家嘴花园(一期),3室2厅,浦东,1399,精装,146.56,1995
南,无电梯,高楼层(共6层),嘉骏香山苑,2室2厅,宝山,380,简装,81.95,1995
南,有电梯,高楼层(共13层),金桥爱建园,4室2厅,浦东,1250,精装,154.43,1995
南,无电梯,高楼层(共6层),浦建小区,1室1厅,浦东,240,精装,46.77,1995
南北,有电梯,低楼层(共14层),汇丰沁苑,3室2厅,嘉定,500,毛坯,135.1,1995
南,无电梯,高楼层(共6层),恒大华城上河苑,2室1厅,浦东,498,其他,75.65,1995
南,有电梯,高楼层(共20层),强生古北花园,3室2厅,长宁,1669,精装,158.86,1995
南北,无电梯,低楼层(共6层),德州六村,2室1厅,浦东,250,其他,54.6,1995
南,有电梯,中楼层(共17层),古北嘉年华庭,3室2厅,长宁,1480,简装,150.83,1995
南北,无电梯,中楼层(共6层),曹家巷小区,2室1厅,普陀,440,简装,52.92,1995
南,有电梯,低楼层(共34层),创世纪花园,3室2厅,徐汇,1038,简装,137.17,1995
南,无电梯,中楼层(共6层),桃园新村(嘉定),1室1厅,嘉定,118,简装,42.8,1995
南,无电梯,中楼层(共8层),蓝色港湾(公寓),3室2厅,闵行,660,精装,112.96,1995
南,无电梯,高楼层(共6层),莘松三村,2室1厅,闵行,359,精装,57.79,1995
南,有电梯,高楼层(共34层),明日星城,3室2厅,黄浦,1060,精装,124.53,1995
南,无电梯,低楼层(共5层),浦江世博家园十三街坊,2室2厅,闵行,350,简装,91.04,1995
南,无电梯,高楼层(共6层),南方公寓,3室2厅,闵行,688,精装,152.26,1995
南北,有电梯,低楼层(共12层),春申玫瑰苑,3室2厅,闵行,740,毛坯,126.16,1995
南北,有电梯,中楼层(共26层),翠湖天地隽荟,3室2厅,黄浦,4500,精装,297,1995
南,无电梯,中楼层(共6层),罗山花苑,2室2厅,浦东,680,精装,70,1995
南,有电梯,低楼层(共12层),新梅广场,2室2厅,闵行,530,精装,98.04,1995
南,无电梯,中楼层(共6层),金鸿苑,2室2厅,虹口,670,精装,99.75,1995
南,无电梯,低楼层(共6层),虹康花苑(三期),2室2厅,长宁,698,精装,100.09,1995
东南,有电梯,21层2003年建板楼),绿地世纪城(三期),3室2厅,普陀,1100,精装,134.22,
南,无电梯,低楼层(共6层),航华三村四街坊,2室1厅,闵行,318,简装,71.8,1995
南,有电梯,低楼层(共26层),尚汇豪庭二期,2室2厅,徐汇,1050,其他,98,1995
南,无电梯,低楼层(共6层),新明星花园,2室2厅,闵行,395,简装,77.05,1995
南,,高楼层(共18层),崧泽华城佳福雅苑,2室1厅,青浦,202,毛坯,75.03,1995
南,有电梯,中楼层(共23层),中远两湾城,2室2厅,普陀,720,简装,103.67,1995
南,有电梯,中楼层(共34层),老西门新苑,3室2厅,黄浦,1400,精装,143.26,1995
南北,无电梯,高楼层(共6层),呼玛一村,2室1厅,宝山,180,简装,43.23,1995
南,有电梯,中楼层(共17层),爱建园,3室2厅,徐汇,1250,简装,141.35,1995
南,有电梯,低楼层(共30层),天际花园,3室2厅,徐汇,1450,精装,149.05,1995
南,有电梯,中楼层(共18层),永兆豪庭,2室2厅,徐汇,700,毛坯,91.67,1995
南北,无电梯,中楼层(共5层),中南新村,2室1厅,徐汇,508,简装,50.86,1995
南,有电梯,中楼层(共11层),金桥爱建园,4室2厅,浦东,1150,简装,154.77,1995
南,有电梯,高楼层(共31层),慧芝湖花园,2室2厅,闸北,715,精装,79.38,1995
南,无电梯,高楼层(共6层),虹旭小区,3室1厅,长宁,375,简装,67.45,1995
南,有电梯,低楼层(共7层),海上国际花园(一期),4室2厅,浦东,1030,精装,139.63,1995
东南,有电梯,低楼层(共34层),中凯城市之光(静安),1室1厅,静安,615,精装,59.69,1995
南,有电梯,中楼层(共8层),银泰花园(公寓),3室2厅,浦东,980,精装,116.37,1995
南,无电梯,低楼层(共5层),红旗四街坊,2室1厅,闵行,162,精装,51.69,1995
暂无数据,有电梯,高楼层(共7层),欣佳宝邸,2室2厅,闵行,230,其他,76.58,1995
南,无电梯,中楼层(共5层),贝港二区,2室1厅,奉贤,179,简装,78.46,1995
南,有电梯,低楼层(共18层),新凯城钟秀苑,2室1厅,松江,207,毛坯,70.67,1995
南,无电梯,高楼层(共6层),武康路280弄(公房),2室1厅,徐汇,420,精装,40.86,1995
南,有电梯,低楼层(共28层),长城苑,1室2厅,闸北,418,简装,78.41,1995
南,有电梯,低楼层(共31层),仁恒河滨城(三期),3室2厅,浦东,1400,精装,154.03,1995
南,有电梯,中楼层(共11层),陆家嘴锦绣前城,4室2厅,浦东,1700,精装,188,1995
南北,有电梯,中楼层(共25层),白银时代(三期),3室2厅,嘉定,485,简装,122.82,1995
西,有电梯,低楼层(共27层),武宁小城,1室1厅,普陀,290,简装,46.74,1995
南,,低楼层(共10层),瑞和华苑南区,1室1厅,闵行,175,毛坯,61.26,1995
南,有电梯,高楼层(共14层),碧林湾(公寓),3室2厅,闵行,760,精装,97.23,1995
南,有电梯,高楼层(共17层),春申景城湖畔林语,2室2厅,闵行,727,毛坯,110.43,1995
南,有电梯,低楼层(共34层),中兴财富国际公寓,2室2厅,闸北,539,精装,79.64,1995
南,有电梯,低楼层(共15层),新凯城钟秀苑,2室1厅,松江,210,毛坯,70.8,1995
南北,有电梯,高楼层(共11层),兰花清苑,2室1厅,松江,210,毛坯,74.59,1995
南北,有电梯,高楼层(共14层),浦江宝邸北区,2室2厅,闵行,252,精装,79.89,1995
南,无电梯,中楼层(共6层),临丰小区,2室1厅,浦东,218,简装,65.14,1995
南,有电梯,低楼层(共14层),御桥花园,2室1厅,浦东,335,毛坯,70.61,1995
南,无电梯,中楼层(共5层),贝港一区,2室1厅,奉贤,165,其他,74.78,1995
南,有电梯,中楼层(共26层),仁恒河滨城(三期),3室2厅,浦东,1320,精装,137.01,1995
南北,,高楼层(共16层),天居玲珑湾(公寓),2室2厅,嘉定,240,毛坯,91.89,1995
南北,有电梯,高楼层(共17层),三花现代城(二期香梅苑),2室2厅,宝山,560,精装,90.88,1995
南,有电梯,高楼层(共12层),翠湖天地御苑,2室2厅,黄浦,2499,其他,139.81,1995
南,无电梯,高楼层(共6层),金硕河畔景园东区,2室1厅,闵行,202,精装,74.31,1995
南,,中楼层(共7层),东新支路55弄,1室1厅,普陀,280,简装,40.16,1995
南,有电梯,中楼层(共29层),中凯城市之光(静安),1室1厅,静安,750,精装,62.34,1995
南,有电梯,低楼层(共38层),财富海景花园,4室2厅,浦东,5185,精装,346.87,1995
南,有电梯,低楼层(共32层),仁恒滨江园,5室2厅,浦东,3299,精装,327.2,1995
南,有电梯,高楼层(共24层),金羽名庭,2室2厅,浦东,850,精装,102.9,1995
南,有电梯,低楼层(共18层),天山华庭,2室2厅,长宁,800,精装,93.18,1995
南,无电梯,中楼层(共6层),恒大华城东林苑,2室1厅,浦东,430,精装,66.81,1995
南,有电梯,低楼层(共32层),半岛花园,6室3厅,普陀,1858,简装,330.17,1995
南,无电梯,中楼层(共6层),华亭新家三辰苑,2室1厅,松江,200,精装,56.33,1995
南,无电梯,中楼层(共6层),航华二村二街坊,2室2厅,闵行,315,简装,76.7,1995
南,无电梯,低楼层(共6层),诸家宅小区,2室1厅,徐汇,390,简装,54.82,1995
南,有电梯,低楼层(共18层),三湘四季花城,2室2厅,松江,383,毛坯,91.88,1995
南,有电梯,中楼层(共9层),锦绣江南(一期),3室2厅,闵行,835,精装,127.75,1995
南,有电梯,中楼层(共8层),新华世纪园,2室2厅,长宁,945,精装,114.91,1995
南,有电梯,低楼层(共18层),上城Uptown,3室2厅,长宁,1220,精装,169.45,1995
南,无电梯,低楼层(共6层),柳营路1025弄,1室1厅,闸北,233,简装,36.96,1995
南,有电梯,低楼层(共11层),聚丰景都,2室2厅,宝山,399,精装,87.77,1995
南北,有电梯,中楼层(共23层),第九城市(二期),4室2厅,浦东,1758,精装,187.91,1995
南,有电梯,低楼层(共23层),千鹤小区,2室1厅,徐汇,535,精装,78.8,1995
南,有电梯,低楼层(共15层),中福花苑,1室1厅,黄浦,350,简装,44.97,1995
南,无电梯,低楼层(共5层),华一新城,2室2厅,闵行,470,简装,79.9,1995
南,有电梯,高楼层(共11层),银河新都,2室1厅,闵行,315,精装,67,1995
南,有电梯,低楼层(共15层),东苑福邸,4室2厅,闵行,530,其他,176,1995
南,有电梯,高楼层(共11层),大唐盛世花园,2室2厅,浦东,1100,精装,100.27,1995
南北,有电梯,低楼层(共28层),万业紫辰苑,2室2厅,宝山,330,精装,79.94,1995
南,无电梯,高楼层(共6层),花苑村紫竹园,1室1厅,徐汇,295,其他,42.95,1995
南,无电梯,中楼层(共6层),共富一村,3室2厅,宝山,393,简装,110.11,1995
东南,无电梯,中楼层(共6层),长桥五村,2室1厅,徐汇,420,简装,56.07,1995
南,无电梯,低楼层(共6层),广海花园,2室2厅,闵行,470,精装,88.46,1995
南,有电梯,低楼层(共47层),盛大金磐,3室2厅,浦东,2400,精装,263.98,1995
南,有电梯,低楼层(共37层),尊园,3室2厅,徐汇,1213,毛坯,152.45,1995
南,有电梯,低楼层(共11层),浦东星河湾,3室2厅,浦东,2180,精装,226.65,1995
南,有电梯,低楼层(共25层),士林华苑,4室2厅,黄浦,1950,毛坯,196.92,1995
南,有电梯,高楼层(共9层),瑞金尊邸,1室2厅,徐汇,720,精装,78.72,1995
南,有电梯,中楼层(共11层),毕加索小镇(二期)(公寓),2室2厅,浦东,529,精装,89.17,1995
南,有电梯,低楼层(共11层),东方悦居,2室1厅,浦东,415,简装,73.45,1995
南,无电梯,高楼层(共6层),绿川新苑,2室1厅,浦东,329,简装,77.3,1995
东南,有电梯,中楼层(共49层),世茂滨江花园,2室2厅,浦东,1300,精装,139.02,1995
南,有电梯,中楼层(共14层),绿洲康城亲水湾(中央区),3室2厅,浦东,660,精装,137.09,1995
南,无电梯,高楼层(共6层),上南五村,1室0厅,浦东,200,精装,35.51,1995
南,无电梯,中楼层(共6层),高华小区,2室0厅,闵行,165,简装,46.78,1995
南,有电梯,高楼层(共18层),古银杏苑,3室2厅,浦东,520,毛坯,112.7,1995
南,有电梯,低楼层(共16层),新天地荻泾花园,3室2厅,宝山,355,毛坯,93.85,1995
东南,无电梯,中楼层(共6层),九华新园,3室1厅,奉贤,310,毛坯,106.87,1995
南,无电梯,低楼层(共6层),新华小区,3室1厅,闵行,198,毛坯,61.48,1995
193.8平米,,10层2011年建板楼),新浦江城（四期）,联排别墅,闵行,1000,南北,4室2厅,
南,无电梯,高楼层(共6层),北枫桥园,2室1厅,普陀,265,简装,53.42,1995
南北,有电梯,中楼层(共32层),西凌新邨,3室1厅,黄浦,740,简装,102.74,1995
南北,有电梯,中楼层(共9层),衡辰三林苑,2室2厅,浦东,598,其他,95.16,1995
南北,有电梯,中楼层(共24层),阳光威尼斯AB区,2室2厅,普陀,440,简装,101.75,1995
南北,,低楼层(共11层),嘉宝梦之湾(公寓),4室2厅,嘉定,366,毛坯,96.5,1995
南北,无电梯,高楼层(共5层),千汇苑一村,3室2厅,浦东,300,毛坯,106.13,1995
南北,有电梯,高楼层(共11层),景星苑,4室2厅,闸北,1200,精装,169.7,1995
南,有电梯,低楼层(共35层),江临天下,2室2厅,浦东,1100,精装,116.85,1995
南,无电梯,高楼层(共6层),莲花公寓(闵行),2室1厅,闵行,485,简装,83.19,1995
南,有电梯,中楼层(共21层),四季全景台,4室2厅,浦东,1900,精装,212.65,1995
南,有电梯,中楼层(共18层),惠益新苑,1室1厅,浦东,158,毛坯,58.17,1995
南,有电梯,低楼层(共35层),瑞虹新城(三期),2室2厅,虹口,865,精装,103.58,1995
南,有电梯,高楼层(共15层),上海康城,2室2厅,闵行,372,精装,98.33,1995
南,有电梯,低楼层(共11层),海逸公寓,2室2厅,长宁,775,精装,91.35,1995
南北,无电梯,高楼层(共6层),汇颂南苑,2室2厅,闵行,245,精装,72.1,1995
南,无电梯,中楼层(共5层),新泾一村,1室1厅,长宁,205,简装,40.34,1995
南,无电梯,中楼层(共6层),临沂六村,1室1厅,浦东,205,毛坯,37.31,1995
西南,有电梯,低楼层(共18层),东航明珠公寓,2室2厅,闵行,500,精装,89.25,1995
南北,有电梯,中楼层(共17层),兴平昌苑,3室2厅,杨浦,950,精装,137.29,1995
南,无电梯,高楼层(共6层),通河六村,2室1厅,宝山,200,其他,54.82,1995
南,有电梯,低楼层(共35层),汇豪天下,2室2厅,浦东,1030,精装,111.62,1995
南北,有电梯,高楼层(共16层),绿洲香岛花园,3室2厅,松江,568,精装,151.45,1995
南,有电梯,高楼层(共28层),新海城,3室2厅,虹口,630,精装,120.69,1995
南,有电梯,中楼层(共11层),新梅共和城,3室2厅,闸北,805,简装,113.97,1995
北,有电梯,中楼层(共23层),世纪之门,2室1厅,普陀,435,精装,59.36,1995
南,有电梯,低楼层(共11层),白玉兰馨园,1室2厅,上海周边,330,精装,56.38,1995
南北,有电梯,中楼层(共18层),君莲宏润丽苑,3室2厅,闵行,415,毛坯,106,1995
南北,无电梯,低楼层(共6层),新世纪花苑(三期)(浦东),2室2厅,浦东,620,其他,102,1995
南北,无电梯,高楼层(共6层),凌霄苑,2室2厅,浦东,345,精装,76.28,1995
南,有电梯,高楼层(共24层),上海滩新昌城,2室2厅,黄浦,1200,精装,107.9,1995
南,有电梯,低楼层(共12层),西郊九韵城,2室2厅,闵行,310,毛坯,81.07,1995
南,有电梯,低楼层(共11层),证大家园(四期),2室2厅,浦东,710,精装,106.04,1995
南,无电梯,高楼层(共6层),大唐花园,3室1厅,宝山,265,精装,90.26,1995
南,有电梯,中楼层(共29层),万里双子座,2室2厅,普陀,580,精装,97.38,1995
南,无电梯,高楼层(共5层),浦江世博家园五街坊,2室2厅,闵行,390,精装,88.5,1995
南,有电梯,低楼层(共11层),流晶逸彩,3室2厅,闵行,700,其他,132.12,1995
南西北,无电梯,中楼层(共6层),天山路1726弄,3室0厅,长宁,365,毛坯,56.74,1995
南,有电梯,中楼层(共16层),保辉香景园,2室2厅,杨浦,1120,精装,121.1,1995
东北,有电梯,中楼层(共20层),南星小区,2室1厅,闸北,398,精装,66,1995
南,有电梯,中楼层(共28层),慧芝湖花园,2室2厅,闸北,770,精装,91.8,1995
南,无电梯,低楼层(共6层),欧风花都,2室2厅,闵行,600,精装,101.11,1995
西南西北,有电梯,高楼层(共38层),爱俪轩,2室2厅,静安,765,精装,120.05,1995
南北,有电梯,中楼层(共14层),保利湖畔阳光苑,2室2厅,嘉定,310,精装,88.47,1995
南,有电梯,中楼层(共12层),锦绣江南(四期),2室2厅,闵行,829,简装,116.82,1995
南北,,中楼层(共18层),金沙鼎苑,2室2厅,嘉定,283,其他,78.34,1995
南,无电梯,低楼层(共7层),中南小区,2室1厅,黄浦,680,简装,65.52,1995
南,有电梯,中楼层(共18层),环球翡翠湾花园(公寓),2室2厅,浦东,540,精装,94.4,1995
南,无电梯,中楼层(共7层),静安花苑(二),2室2厅,闵行,599,精装,90.21,1995
南,有电梯,中楼层(共28层),日月星辰,2室2厅,普陀,602,精装,96.42,1995
南,有电梯,低楼层(共11层),九歌茗园,2室2厅,闵行,623,精装,100.38,1995
南,有电梯,低楼层(共12层),大上海国际花园九区,2室2厅,闵行,581.8,精装,102.32,1995
南,无电梯,高楼层(共6层),颛溪五村,2室2厅,闵行,255,精装,78.32,1995
南北,有电梯,低楼层(共9层),仁恒滨江园,3室2厅,浦东,1500,精装,146.01,1995
南北,有电梯,中楼层(共18层),绿地东上海,3室2厅,浦东,560,精装,117.52,1995
南北,有电梯,高楼层(共18层),盐湖新居,2室2厅,嘉定,335,精装,84.92,1995
南,无电梯,高楼层(共6层),景舒苑八村,2室2厅,闵行,290,精装,75.75,1995
南,有电梯,高楼层(共24层),静安新城四区,1室1厅,闵行,328,简装,59.13,1995
南,有电梯,高楼层(共21层),仲信苑,1室1厅,长宁,580,毛坯,69.53,1995
南,有电梯,高楼层(共26层),申达大厦,2室2厅,静安,730,毛坯,109.9,1995
南,有电梯,高楼层(共13层),爱博五村,1室1厅,闵行,285,毛坯,60.66,1995
东南,有电梯,高楼层(共18层),田林十四村,2室1厅,徐汇,440,精装,73.5,1995
南,无电梯,高楼层(共6层),新华小区,2室1厅,闵行,193,简装,61.6,1995
南,无电梯,高楼层(共6层),云锦雅苑,2室2厅,浦东,150,简装,83.23,1995
南北,无电梯,高楼层(共6层),合欢公寓,3室2厅,浦东,445,精装,130,1995
南北,有电梯,低楼层(共11层),茉莉雅苑,2室1厅,松江,190,其他,74.23,1995
南,有电梯,高楼层(共8层),锦三角花园(公寓),3室3厅,浦东,1212,简装,202.1,1995
南,有电梯,高楼层(共14层),高行绿洲(五期),1室1厅,浦东,212,简装,54.1,1995
南,无电梯,中楼层(共4层),万科优诗美地,3室2厅,闵行,640,简装,124.04,1995
南,有电梯,低楼层(共17层),浦江茗园,3室2厅,浦东,1450,精装,167.87,1995
南,无电梯,低楼层(共6层),东方公寓(虹口),1室1厅,虹口,288,精装,48,1995
南,有电梯,高楼层(共17层),好世鹿鸣苑,1室1厅,闵行,370,精装,55.64,1995
南,有电梯,中楼层(共26层),天山河畔花园,2室2厅,长宁,888,精装,107.98,1995
南,有电梯,高楼层(共24层),圣骊河滨苑,3室2厅,杨浦,898,简装,131.68,1995
南,无电梯,高楼层(共6层),界龙花苑,3室2厅,浦东,380,精装,108,1995
南,有电梯,低楼层(共8层),艺泰安邦,2室2厅,浦东,240,精装,91.59,1995
南,有电梯,低楼层(共27层),绿地海域苏河源(一期),3室2厅,嘉定,365,毛坯,113.92,1995
南,,低楼层(共18层),棕榈滩海景城,2室2厅,奉贤,149,简装,92,1995
南,有电梯,低楼层(共31层),仁恒河滨城(三期),3室2厅,浦东,1450,精装,153.33,1995
南,有电梯,低楼层(共30层),世茂湖滨花园(公寓),2室2厅,浦东,1250,精装,150.93,1995
南,有电梯,高楼层(共25层),华丽家族花园,3室2厅,浦东,1350,精装,141.54,1995
东南南,有电梯,高楼层(共16层),香梅花园(三-五期),3室2厅,浦东,1699,精装,188.45,1995
南北,无电梯,中楼层(共6层),顺驰美兰湖,3室2厅,宝山,360,精装,110.32,1995
南,,中楼层(共11层),佳兆业珊瑚湾(公寓),3室2厅,奉贤,155,精装,87.46,1995
南,有电梯,低楼层(共11层),绿水家园,3室2厅,闵行,700,其他,145.07,1995
南,有电梯,高楼层(共18层),盛世年华,3室2厅,浦东,1550,精装,138.58,1995
南,有电梯,中楼层(共14层),新凯一期,2室1厅,松江,241,精装,77.71,1995
南,无电梯,中楼层(共6层),通海一小区,2室1厅,闵行,225,简装,64.94,1995
南,有电梯,低楼层(共43层),世茂湖滨花园(公寓),2室2厅,浦东,1290,精装,172.25,1995
东,有电梯,低楼层(共20层),恒安阁,3室2厅,徐汇,1100,精装,147.17,1995
南,无电梯,高楼层(共6层),华光公寓,2室2厅,闵行,450,精装,74.74,1995
南,有电梯,中楼层(共7层),广杭苑,3室2厅,杨浦,700,其他,130.64,1995
南,有电梯,中楼层(共18层),第九城市(二期),3室2厅,浦东,1360,精装,148,1995
南,无电梯,低楼层(共6层),范东铁路小区,2室1厅,长宁,436,精装,61.49,1995
南,无电梯,中楼层(共5层),万科金色雅筑,2室2厅,浦东,609,精装,76.5,1995
南北,有电梯,低楼层(共17层),君莲新城广润苑,2室2厅,闵行,345,毛坯,85,1995
南,有电梯,低楼层(共13层),一品漫城(四期)(公寓),2室2厅,闵行,540,毛坯,91.79,1995
南,有电梯,高楼层(共30层),浦东世纪花园(公寓),4室2厅,浦东,2300,精装,225.23,1995
南,无电梯,中楼层(共6层),欣源公寓,2室2厅,闵行,422,精装,87.52,1995
西,有电梯,高楼层(共31层),碧云东壹栋,1室1厅,浦东,97,简装,37.76,1995
南,,低楼层(共18层),中海寰宇天下,3室2厅,闵行,639,精装,100.01,1995
南,有电梯,中楼层(共11层),银泰苑,2室1厅,闵行,339,精装,84.5,1995
南,有电梯,高楼层(共13层),绿城玉兰花园(一期),3室3厅,浦东,1390,精装,191.85,1995
西南,有电梯,中楼层(共49层),世茂滨江花园,4室2厅,浦东,2790,精装,303.15,1995
南,无电梯,高楼层(共6层),金塔新村,2室1厅,闵行,213,精装,62.68,1995
南北,有电梯,低楼层(共14层),保利湖畔阳光苑,4室2厅,嘉定,565,精装,171.11,1995
南,有电梯,中楼层(共32层),永盛苑,3室2厅,闸北,1008,简装,154.53,1995
南北,,中楼层(共29层),东方豪园(公寓),3室2厅,嘉定,505,精装,127.9,1995
南,有电梯,中楼层(共19层),平武小区,1室1厅,长宁,450,精装,60.04,1995
南北,有电梯,中楼层(共11层),新城金郡,2室2厅,嘉定,336,精装,88.64,1995
南,有电梯,中楼层(共19层),东方花园三期,3室2厅,闵行,920,简装,131.78,1995
西北,,中楼层(共30层),新时空国际商务广场,1室1厅,长宁,245,精装,59.87,1995
北,有电梯,中楼层(共25层),仁恒河滨花园,3室2厅,长宁,1150,精装,123.71,1995
西南,,高楼层(共30层),新时空国际商务广场,1室0厅,长宁,190,精装,40.62,1995
南,有电梯,高楼层(共40层),世茂湖滨花园(公寓),4室2厅,浦东,2650,精装,369.6,1995
北,无电梯,中楼层(共6层),金坤花园,1室0厅,闵行,190,精装,42.32,1995
南,无电梯,中楼层(共4层),解放新村,2室1厅,奉贤,120,简装,53.59,1995
南,有电梯,中楼层(共11层),晓园,4室2厅,浦东,1980,精装,211.35,1995
南,有电梯,高楼层(共26层),驰骋大楼,2室1厅,黄浦,770,精装,70.73,1995
南,无电梯,高楼层(共6层),玉兰香苑(三期),1室2厅,浦东,340,简装,57.95,1995
南,无电梯,中楼层(共6层),妙境路627弄,2室2厅,浦东,249,简装,89.05,1995
南北,无电梯,高楼层(共6层),新凯二期,2室1厅,松江,278,简装,77.49,1995
南,无电梯,中楼层(共6层),秀枫苑,2室1厅,奉贤,232,毛坯,86.56,1995
南北,无电梯,中楼层(共6层),虹梅新苑,1室2厅,闵行,234,其他,58.62,1995
南,无电梯,高楼层(共6层),永和三村,2室0厅,上海周边,265,毛坯,58.31,1995
南,无电梯,低楼层(共5层),瞿溪新村,1室0厅,黄浦,220,简装,28.21,1995
南,有电梯,高楼层(共31层),百汇园,3室2厅,徐汇,2230,精装,182.06,1995
南北,有电梯,低楼层(共13层),天山中华园,3室2厅,长宁,999,简装,141.87,1995
南,无电梯,低楼层(共6层),报春二村,2室1厅,闵行,249,简装,62.43,1995
南,无电梯,中楼层(共4层),新浦江城(江栀路350弄),4室2厅,闵行,1080,毛坯,199.17,1995
南,无电梯,高楼层(共7层),政熙路68弄,2室1厅,杨浦,399,精装,70.68,1995
南,有电梯,低楼层(共14层),新高苑(二期),3室2厅,浦东,510,毛坯,109.12,1995
南,无电梯,中楼层(共6层),南茶园,2室2厅,杨浦,580,其他,94.83,1995
南,无电梯,高楼层(共6层),建华公寓,2室2厅,浦东,600,精装,81.98,1995
南,有电梯,低楼层(共32层),淡水湾花园,3室2厅,黄浦,1588,精装,148.95,1995
南北,无电梯,中楼层(共6层),小上海新城,2室2厅,浦东,315,精装,74.65,1995
南,无电梯,中楼层(共6层),新凯二期,3室2厅,松江,325,精装,92.79,1995
南,无电梯,高楼层(共6层),航华二村二街坊,2室1厅,闵行,298,其他,68.76,1995
南,无电梯,低楼层(共6层),巨龙台湾城,2室2厅,奉贤,200,简装,84.55,1995
南,有电梯,低楼层(共10层),奥林匹克花园,1室2厅,松江,288,精装,66.97,1995
南,无电梯,低楼层(共7层),清宁小区,1室1厅,长宁,318,精装,49.06,1995
北,无电梯,中楼层(共5层),东体小区,1室0厅,虹口,130,简装,26.08,1995
东,有电梯,低楼层(共18层),绿地东上海,3室2厅,浦东,620,精装,134.29,1995
南,有电梯,高楼层(共36层),中信泰富又一城,2室2厅,嘉定,300,简装,92.53,1995
